상품명,별점,리뷰 제목,리뷰 내용,카테고리1,카테고리2
"프리미엄 무광 스텐 원홀 세면대 수전 욕실 화장실 세면기 일체형 수도꼭지, 1개",4,"제가 수전교체했는데 깔끔하고 튼튼하긴한데.,","원홀 수전교체라 간단해서 제가 직접 수전교체했어요~
근데 연결하는 호스가 좀 길어서 꺾여서 연결할 때 안 꺾이게 하려고 요리조리 방향을 바꾸고 걸고 하면서 애좀 먹었네요.ㅜ
그래도 교체하고 나니 깔끔하고 튼튼해보여서 좋아요~
근데 쓰다보니 물 틀고 끌 때 뻑뻑한 느낌이에요.
부드럽게 올라가지 않아서 아이들이 올릴 때 좀 힘들어합니다~
첨엔 잘 몰랐는데 교체한지 몇달 지나니 그렇네요~
참고하세요~~",생활용품,공구/철물/DIY
"케바케 초등학생 어린이 유아동 우비 레인코트 장마철 우의, 핑크, (XXXL)",4,초딩2학년 키135 XXXL 편하게 잘 맞네요,"사진에 젤 좌측아이가 토끼 비옷입은 아이에요.
보시다시피 색감은 판매사진보다 실물이 더 찐해요.
좀 더 연했으면 더 이뻤을거 같긴한데 길이나 품도 넉넉하고 손목이 조이지 않아서 편하데요~
모자쪽은 창을 떼었다 붙였다 할 수 있어좋고
얼굴까지 가릴 수 있는 힘있는 투명 창이라 정말 우산 안쓰고 다녀도 되더라구요!
가방 메고도 입을 수 있게 등쪽에 공간이 있고,
손목도 똑딱이 단추가 달려 있어서 폭 조절가능해요.
냄새도 새건데 거의 안났어요~
색감 때문에 별하나 뺐는데 다른 건 만족 합니다!^^",유아동패션,남아
"유니콘아동복 아동 봄가을 부츠켓바지 아동 9부바지 여아 Alice 나팔바지 (5~11세), 110(6~7세)",5,,,유아동패션,여아
"설화수 자음 2종 세트, 1세트",4,,,뷰티,스킨케어
"어린숨 엣지 산리오 아트심볼 컬러 마스크 뉴 초소형 3종 x 10p 세트, 30개입, 1개, 시나모롤",5,,,헬스/건강식품,건강/의료용품
"서울우유 요구르트, 65ml, 30개",5,,,식품,유제품/아이스크림
"하림 자연실록 무항생제 인증 닭다리 북채 (냉장), 400g, 2팩",4,,,식품,축산/계란
"곰곰 감자, 2kg, 1개",5,,,식품,채소
"애호박 국내산, 1kg, 1개",5,,,헬스/건강식품,곤약/방탄커피 외
"자연방목치즈로 채운 체다슬라이스, 170g, 2개",5,,,헬스/건강식품,곤약/방탄커피 외
"청정원 직화파기름 굴소스, 465g, 1개",5,,,식품,장/소스/드레싱/식초
"티스 딥 오프 클렌징 오일, 280ml, 2개",5,하얗게 유화작용이 바로 일어나면서 잘지워져요,"약간 묽은 오일제형.
냄새도 거의 무향.
엄청 진하게 메이크업은 하지 않지만 보통의 메이크업을 했을 때 거의 잔여화장이 남지 않고 깨끗하게 지워져요^^
가격도 양도 적당한거 같아요^^
다음에 또 살 의향 있음.",싱글라이프,샤워/세안
"동아피엠에스 손코팅 필름 100MIC, A4, 100매",4,,,문구/오피스,복사용품/라벨지
"살맛나요 탱글탱글 간편하게 손질된 국내산 오징어채 (냉장), 180g, 1개",5,,,식품,곤약/방탄커피 외
"곰곰 작은 생새우(냉동), 600g(94~120미), 1개",4,,,식품,수산물/건어물
"국내산 마, 500g, 1개",4,,,식품,채소
"칠갑농산 옥수수전분, 400g, 1개",5,,,식품,가루/조미료/오일
"수제 슬라임 박스 8종, 랜덤 발송",5,,,완구/취미,학습완구/교구
"비요뜨 초코팝 12p, 138g, 12개",5,,,싱글라이프,샐러드/시리얼
쿄호젤리 국내산 거봉 코리아 젤리 180g x 2개,2,,,식품,과자/초콜릿/시리얼
"자연방목치즈로 채운 체다슬라이스, 170g, 2개",5,,,식품,곤약/방탄커피 외
"오뚜기 프레스코 미트 파스타 소스, 600g, 1개",5,,,식품,장/소스/드레싱/식초
"마음이가 카스테라 초코떡 (냉동), 720g, 1개",3,,,식품,냉장/냉동/간편요리
"곰곰 구운 아몬드 오리지널, 800g, 1개",5,쩐내 안나고 고소함.양도 많고 미국산. 재구매의사 있음,"1달전쯤 샀었는데 매일 한 주먹씩 잘 먹고 있어요~
피부가 좋아지는 거 같아요.
아몬드 쩐내 전혀 안나고 고소하게 잘 구워져서 너무 맛있어요!
다 떨어지면 다음에 또 사먹으려구요!",식품,곤약/방탄커피 외
종이총x4개 추억의 막대종이총 쭉쭉늘어나는종이총,3,,,식품,과자/초콜릿/시리얼
"스테들러 텍스트서퍼 파스텔 형광펜 364 10종 세트, 혼합 색상, 1세트",4,,,문구/오피스,학용품/수업준비
"비요뜨 초코팝 12p, 138g, 12개",5,,,싱글라이프,샐러드/시리얼
"남양유업 맛있는 우유 GT, 900ml, 2개",5,,,식품,유제품/아이스크림
"코멧 강력한 투명접착식 후크걸이, 20개",3,,,결혼준비,가구/침구
"비솔 무지개 헤어핀 홀더 정리대 핑크, 1개",4,,,결혼준비,인테리어/소품
"농가식품 백김치, 3kg, 1개",2,,,식품,냉장/냉동/간편요리
"종이나라 만능본드 60g, 2개, 1세트",1,,"안붙어요ㅠ괜히 샀어용
목공풀이 아니라 그냥 딱풀처럼 종이 붙이는 용도로만 쓸수있겠어요",문구/오피스,사무용품 전문관
"아비노베이비 데일리 모이스춰 워시 & 샴푸, 1개, 354ml",4,,,출산/유아동,출산준비물/선물
"원앤원 콩지래빗 스팽글 크로스백, 혼합색상, 180 x 40 x 200 mm",4,,,출산/유아동,유아동패션
"제이에프로프 어린이 프리미엄 연질 무지개구슬줄넘기 ver2, 베이비핑크, 13cm",2,,,헬스/건강식품,헬스/요가용품
"엑스피디 4구 헬스 장갑 XPG-400, 블랙, S-M(11.5 x 17cm)",5,굿,운동할 맛이납니다^^,스포츠/레저,홈트레이닝
